humidity,dns_rejected,dns_qclass,src_ip_bytes,dst_pkts,dns_AA,latitude,thermostat_status,dns_RD,src_pkts,pressure,missed_bytes,label,type
0.3579740992372157,0.2579081284663608,0.5919306883119065,0.2773160100463263,0.3025972737743487,0.4068834990941276,0.1717371401822226,0.3047525513519812,0.4097326954198704,0.3789259014688536,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.5919306883119065,0.2741413927534801,0.317758202605345,0.4068834990941276,0.1717371401822226,0.3047525513519812,1.0,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.4222442709430478,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.2457776247903607,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.4222442709430478,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.7079815370957059,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1096682816980123,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3804236203580331,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1109170000078604,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.0588486103614747,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.383848931353124,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.269979116747304,0.3329191314363413,0.4068834990941276,0.1717371401822226,0.3047525513519812,0.4097326954198704,0.3726524257261147,0.3902199442480032,0.3282366846895799,0,normal
0.0191554546957835,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1717371401822226,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3787576081335427,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2744235809572887,0.3025972737743487,0.4068834990941276,0.1717371401822226,0.3047525513519812,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
0.3579740992372157,0.2579081284663608,0.1838613766238131,0.2757639749253793,0.317758202605345,0.4068834990941276,0.1296277829352104,0.5397359905341144,0.4097326954198704,0.3757891635974841,0.3902199442480032,0.3282366846895799,0,normal
