sphone_signal,latitude,longitude,service,conn_state,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_qclass,dns_qtype,dns_AA,dns_RD,dns_rejected,label,type
0,0.066663008637631,0.0683222784643451,2.0,6.0,8.12248710555172e-05,1.5944498427473843e-05,0.0,0.0,1.0,0.0039215686274509,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,10.0,4.06124355277586e-05,9.045436607893816e-06,8.200619966869496e-06,1.5510062946201503e-06,1.0,0.0039215686274509,0,1,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.14577361293155,0.1426200117813092,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.0003438195006666,0.0006057294839208,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.0016780471277249,0.0020925580277147,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,12.0,0.0,0.0,1.6401239933738992e-05,2.708473678665039e-06,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,6.0,4.06124355277586e-05,9.65868654741204e-06,0.0,0.0,0.0,0.0,0,0,0,0,normal
0,0.0216701008268481,0.0209209241161591,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,6.0,8.12248710555172e-05,2.851612218759745e-05,0.0,0.0,1.0,0.1098039215686274,0,1,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,12.0,0.0,0.0,1.6401239933738992e-05,3.102012589240301e-06,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,12.0,0.0,0.0,1.6401239933738992e-05,4.097434539518905e-06,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,6.0,8.12248710555172e-05,1.901074812506497e-05,0.0,0.0,1.0,0.0039215686274509,0,1,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
0,0.0013535580412795,0.0017325154717941,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,6.0,8.12248710555172e-05,2.851612218759745e-05,0.0,0.0,1.0,0.0039215686274509,0,1,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,12.0,0.0,0.0,1.6401239933738992e-05,4.097434539518905e-06,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,6.0,4.06124355277586e-05,1.241831127524405e-05,0.0,0.0,1.0,0.1098039215686274,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,6.0,0.004873492263331,0.0007358999274218,0.0,0.0,0.0,0.0,0,0,0,0,normal
0,0.0015123371537246,0.0023415293063037,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,6.0,0.004873492263331,0.0007358999274218,0.0,0.0,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,10.0,4.06124355277586e-05,9.045436607893816e-06,8.200619966869496e-06,1.5510062946201503e-06,1.0,0.0039215686274509,0,1,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,6.0,0.004873492263331,0.0007358999274218,0.0,0.0,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,6.0,4.06124355277586e-05,1.2878248729882718e-05,0.0,0.0,1.0,0.1098039215686274,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,2.0,12.0,0.0,0.0,1.6401239933738992e-05,3.102012589240301e-06,0.0,0.0,0,0,0,0,normal
0,0.066663008637631,0.0683222784643451,0.0,0.0,4.06124355277586e-05,1.2571623760123607e-05,8.200619966869496e-06,4.629869536179554e-07,0.0,0.0,0,0,0,0,normal
